,label,embryo,area,diameter,Z,Y,X,sm50_spots,sm50_intensity,pks2_spots,pks2_intensity
9,10,MK886_MK-2-0_replicate2_18hpf-MK2uM-emb1,224,7.534997837451086,7.522321428571429,344.6830357142857,363.4866071428572,0,0.7308500896040605,2,0.8795516589974757
10,11,MK886_MK-2-0_replicate2_18hpf-MK2uM-emb1,268,7.999178545777086,8.947761194029852,229.20149253731344,303.82462686567163,1,1.4322768210845278,1,0.3383560367357456
11,12,MK886_MK-2-0_replicate2_18hpf-MK2uM-emb1,294,8.24991681203272,11.846938775510203,364.93197278911566,374.2755102040816,2,1.1539394972570505,0,0.1884239443511628
12,13,MK886_MK-2-0_replicate2_18hpf-MK2uM-emb1,278,8.097458381330195,14.676258992805757,213.5071942446043,291.47482014388487,3,1.6411075128577048,8,1.3396586451833683
13,14,MK886_MK-2-0_replicate2_18hpf-MK2uM-emb1,371,8.915076942846547,15.210242587601078,302.4824797843666,225.48787061994608,2,1.4192610608678848,83,4.997820144589614
14,15,MK886_MK-2-0_replicate2_18hpf-MK2uM-emb1,236,7.667217681165305,19.622881355932204,205.978813559322,279.3220338983051,4,2.10728969566073,4,0.9050194877749558
15,16,MK886_MK-2-0_replicate2_18hpf-MK2uM-emb1,197,7.219202121944973,20.7005076142132,338.38578680203045,289.3197969543147,10,3.6002914873112064,22,4.795474505524789
16,17,MK886_MK-2-0_replicate2_18hpf-MK2uM-emb1,245,7.763468955394106,21.90612244897959,203.2816326530612,287.9183673469388,14,3.6873281412711703,1,0.3840557148596401
17,18,MK886_MK-2-0_replicate2_18hpf-MK2uM-emb1,267,7.989216918353326,23.61423220973783,201.61048689138576,273.10861423220973,21,3.713344514106366,1,0.4032192908844162
18,19,MK886_MK-2-0_replicate2_18hpf-MK2uM-emb1,154,6.650291768032731,23.344155844155843,282.57142857142856,236.5,3,2.399613915593342,34,5.612904873089802
19,20,MK886_MK-2-0_replicate2_18hpf-MK2uM-emb1,297,8.277882845611002,24.404040404040405,408.4814814814815,339.016835016835,20,4.113264062182225,7,0.7360116747987455
20,21,MK886_MK-2-0_replicate2_18hpf-MK2uM-emb1,221,7.501208155472893,23.004524886877828,422.11764705882354,340.3348416289593,15,2.908364111303396,4,1.1541582772501058
21,22,MK886_MK-2-0_replicate2_18hpf-MK2uM-emb1,332,8.59105475728236,24.629518072289155,420.3885542168675,326.9277108433735,32,4.152693356706156,6,0.9399541673650408
22,23,MK886_MK-2-0_replicate2_18hpf-MK2uM-emb1,332,8.59105475728236,25.509036144578317,392.0210843373494,364.2078313253012,13,1.8853222745492255,5,0.942585587950647
23,24,MK886_MK-2-0_replicate2_18hpf-MK2uM-emb1,259,7.908614025084603,25.030888030888036,408.969111969112,356.94208494208493,9,1.6837296333786944,11,1.2784852514935805
24,25,MK886_MK-2-0_replicate2_18hpf-MK2uM-emb1,418,9.276679515769068,26.076555023923444,430.3157894736842,290.2870813397129,32,3.299970516421474,84,4.407054805227762
25,26,MK886_MK-2-0_replicate2_18hpf-MK2uM-emb1,167,6.832389495079439,25.37125748502994,397.8443113772455,351.1137724550898,5,2.355412443452101,18,2.520485331521963
26,27,MK886_MK-2-0_replicate2_18hpf-MK2uM-emb1,282,8.136110319695444,25.74468085106383,425.75531914893617,304.39716312056737,22,4.189723994545123,22,2.649809296262949
27,28,MK886_MK-2-0_replicate2_18hpf-MK2uM-emb1,200,7.255663357195618,27.265,215.005,258.9,7,2.3574093867983,3,1.1782275565113145
28,29,MK886_MK-2-0_replicate2_18hpf-MK2uM-emb1,213,7.409581176811981,27.7981220657277,235.70422535211267,222.2300469483568,22,3.6582557147085497,1,0.5491194851033291
29,30,MK886_MK-2-0_replicate2_18hpf-MK2uM-emb1,264,7.959181984758356,27.738636363636363,240.77272727272728,209.76136363636363,21,3.380793692993167,16,1.5982505810315537
30,31,MK886_MK-2-0_replicate2_18hpf-MK2uM-emb1,627,10.619147165303598,28.3237639553429,266.8883572567783,189.5725677830941,29,3.1738297466706658,28,2.771830373830553
31,32,MK886_MK-2-0_replicate2_18hpf-MK2uM-emb1,206,7.327506280548281,27.446601941747574,383.0194174757282,357.7378640776699,14,3.345554237976591,10,1.688535939873757
32,33,MK886_MK-2-0_replicate2_18hpf-MK2uM-emb1,174,6.926548433133662,27.14367816091954,208.97701149425288,272.4597701149425,10,2.299719983485518,15,2.351318627361985
33,34,MK886_MK-2-0_replicate2_18hpf-MK2uM-emb1,238,7.688815591542102,27.747899159663863,211.3613445378151,244.9915966386555,9,2.341120458724465,4,1.1401203078387587
34,35,MK886_MK-2-0_replicate2_18hpf-MK2uM-emb1,306,8.360667165881503,28.062091503267972,224.0065359477124,227.11764705882356,11,2.5838592651487757,6,1.036017923816119
35,36,MK886_MK-2-0_replicate2_18hpf-MK2uM-emb1,446,9.479354075655632,29.39910313901345,226.80941704035877,283.3452914798206,34,3.5446053408823914,13,1.3824737682452592
36,37,MK886_MK-2-0_replicate2_18hpf-MK2uM-emb1,192,7.157601831517195,28.666666666666668,222.078125,249.58854166666663,14,3.842939669459749,0,0.251228371419293
37,38,MK886_MK-2-0_replicate2_18hpf-MK2uM-emb1,441,9.443797274614036,28.35827664399093,251.09750566893425,201.9251700680272,39,3.7282862361473006,52,3.3100668111006977
38,39,MK886_MK-2-0_replicate2_18hpf-MK2uM-emb1,271,8.028915542458407,28.350553505535057,362.8228782287823,354.64944649446494,23,4.495955881888224,27,3.2252926365150985
39,40,MK886_MK-2-0_replicate2_18hpf-MK2uM-emb1,314,8.432901130708489,29.53503184713376,210.2324840764331,283.11783439490443,15,2.686358630040293,40,3.735463311149476
40,41,MK886_MK-2-0_replicate2_18hpf-MK2uM-emb1,268,7.999178545777086,29.88059701492537,219.69776119402985,268.2686567164179,30,4.592972924659596,3,0.7851172511102144
41,42,MK886_MK-2-0_replicate2_18hpf-MK2uM-emb1,213,7.409581176811981,28.366197183098592,224.55399061032864,239.29577464788733,23,4.963473076619194,11,2.3097478407875536
42,43,MK886_MK-2-0_replicate2_18hpf-MK2uM-emb1,124,6.1869179183107725,28.56451612903226,376.9596774193548,368.2903225806452,5,2.399498085104887,3,1.594845632482605
43,44,MK886_MK-2-0_replicate2_18hpf-MK2uM-emb1,318,8.468558642058058,30.52830188679245,364.80817610062894,366.3993710691824,14,3.253597398523967,30,2.572894839172009
44,45,MK886_MK-2-0_replicate2_18hpf-MK2uM-emb1,187,7.094922590181724,31.336898395721924,235.8770053475936,297.44919786096256,14,3.995738733596296,21,3.9636954329261433
45,46,MK886_MK-2-0_replicate2_18hpf-MK2uM-emb1,210,7.374629802528655,31.21904761904762,288.2619047619048,321.5,24,5.260873510326597,30,4.611982457605179
46,47,MK886_MK-2-0_replicate2_18hpf-MK2uM-emb1,361,8.834246772957831,30.878116343490305,313.6786703601108,336.590027700831,18,3.551708071810759,27,4.479413002601672
47,48,MK886_MK-2-0_replicate2_18hpf-MK2uM-emb1,352,8.76021329146161,30.650568181818183,347.5255681818182,351.6505681818182,50,5.249001124243509,51,3.8049228434672657
48,49,MK886_MK-2-0_replicate2_18hpf-MK2uM-emb1,170,6.873059437985092,31.33529411764706,256.2529411764706,303.90588235294115,19,5.922910500962594,14,2.50592115266507
49,50,MK886_MK-2-0_replicate2_18hpf-MK2uM-emb1,185,7.0695380347374215,14.45945945945946,374.0810810810811,378.2108108108108,2,1.784348509893672,1,0.4937207787844757
50,51,MK886_MK-2-0_replicate2_18hpf-MK2uM-emb1,396,9.110988977026786,17.497474747474747,380.7070707070707,379.75757575757575,13,2.262981522913128,0,0.5786974558108869
51,52,MK886_MK-2-0_replicate2_18hpf-MK2uM-emb1,302,8.324077344634837,17.82450331125828,391.1953642384106,375.4205298013245,7,2.31917997802198,1,0.4129792881875248
52,53,MK886_MK-2-0_replicate2_18hpf-MK2uM-emb1,277,8.08773753359214,21.41877256317689,399.1263537906137,374.4187725631769,6,2.5739684664742626,2,0.7534036332277944
53,54,MK886_MK-2-0_replicate2_18hpf-MK2uM-emb1,237,7.678031824807701,23.27848101265823,390.55274261603375,377.37130801687766,6,2.722842313096633,15,1.6089793740383551
54,55,MK886_MK-2-0_replicate2_18hpf-MK2uM-emb1,273,8.048618481690102,24.736263736263737,402.989010989011,369.45054945054943,16,3.359432981936057,4,1.1229719937376936
55,56,MK886_MK-2-0_replicate2_18hpf-MK2uM-emb1,97,5.700649908033096,25.422680412371133,203.38144329896903,283.54639175257734,2,1.4957761590009009,9,2.8421799286002365
56,57,MK886_MK-2-0_replicate2_18hpf-MK2uM-emb1,233,7.634590828237859,27.012875536480685,203.28755364806867,264.18025751072963,10,2.0508770275127115,2,0.8400147395714836
57,58,MK886_MK-2-0_replicate2_18hpf-MK2uM-emb1,124,6.1869179183107725,26.36290322580645,201.28225806451613,280.35483870967744,7,2.8227728857311787,7,2.1018796654538057
58,59,MK886_MK-2-0_replicate2_18hpf-MK2uM-emb1,225,7.546193987406538,18.137777777777774,206.50222222222223,291.9377777777778,8,2.564490168538598,1,0.4491856310397477
59,60,MK886_MK-2-0_replicate2_18hpf-MK2uM-emb1,445,9.472264055003226,26.748314606741573,388.26741573033706,376.1303370786517,19,2.9251428869811447,4,0.561816028993547
60,61,MK886_MK-2-0_replicate2_18hpf-MK2uM-emb1,294,8.24991681203272,25.08843537414966,422.0646258503401,340.4829931972789,14,3.153624877289693,3,1.1536198932867274
0,1,MK886_MK-1-5_groupA_18-MK-1-5-emb1,332,8.59105475728236,1.9006024096385543,212.539156626506,261.0451807228916,0,0.6201066781676167,3,1.1309942510862372
1,2,MK886_MK-1-5_groupA_18-MK-1-5-emb1,307,8.369764743424398,5.368078175895765,233.8827361563518,243.8827361563518,1,0.662230029926623,5,1.7465099225722218
2,3,MK886_MK-1-5_groupA_18-MK-1-5-emb1,202,7.279768728154169,5.52970297029703,196.4950495049505,263.529702970297,0,0.3057275780573207,1,1.3942302628623078
3,4,MK886_MK-1-5_groupA_18-MK-1-5-emb1,288,8.193408759063548,8.75,251.76388888888889,233.96527777777777,1,0.798162591933106,1,0.9882600187492164
4,5,MK886_MK-1-5_groupA_18-MK-1-5-emb1,204,7.303715508276279,8.892156862745098,187.2843137254902,265.3921568627451,0,0.8988189599577973,1,0.906597387623419
5,6,MK886_MK-1-5_groupA_18-MK-1-5-emb1,181,7.018214714693441,10.19889502762431,264.1546961325967,217.01657458563537,3,1.4148669200515969,2,0.9001426025522422
6,7,MK886_MK-1-5_groupA_18-MK-1-5-emb1,193,7.17000671219614,11.72538860103627,176.32642487046633,262.5181347150259,1,0.7997815288286173,6,2.1373641705310016
7,8,MK886_MK-1-5_groupA_18-MK-1-5-emb1,207,7.339343952631513,17.193236714975846,162.91787439613526,267.7487922705314,5,1.5685682788837103,6,1.393405675801503
8,9,MK886_MK-1-5_groupA_18-MK-1-5-emb1,222,7.512505172776117,18.53603603603604,285.47747747747746,210.38288288288288,2,1.4725075386760509,2,0.8840199795971151
9,10,MK886_MK-1-5_groupA_18-MK-1-5-emb1,209,7.362905411051833,20.435406698564595,155.89473684210526,276.7177033492823,7,1.9161837168668625,3,0.9332497372946972
10,11,MK886_MK-1-5_groupA_18-MK-1-5-emb1,198,7.231396743301494,29.8989898989899,154.16666666666666,313.65656565656565,14,3.1716439537152907,3,1.3107255384359515
11,12,MK886_MK-1-5_groupA_18-MK-1-5-emb1,430,9.36461536979912,32.223255813953486,327.01162790697674,247.9395348837209,58,3.9176439407760806,35,2.4707062736760173
12,13,MK886_MK-1-5_groupA_18-MK-1-5-emb1,250,7.815926417967719,31.364,151.904,270.184,19,2.650909546886529,37,4.077430055523228
13,14,MK886_MK-1-5_groupA_18-MK-1-5-emb1,119,6.102616979201714,31.3781512605042,302.38655462184875,214.47899159663865,7,2.5065865385803745,1,0.6208121773179455
14,15,MK886_MK-1-5_groupA_18-MK-1-5-emb1,177,6.966129569086082,32.898305084745765,160.87005649717514,319.85310734463275,15,3.302009685304956,3,0.9066535658181488
15,16,MK886_MK-1-5_groupA_18-MK-1-5-emb1,232,7.623653004050806,33.28879310344828,163.3793103448276,331.85775862068965,27,3.7929172103049593,11,1.7940638634918655
16,17,MK886_MK-1-5_groupA_18-MK-1-5-emb1,209,7.362905411051833,32.942583732057415,171.33014354066987,346.44976076555025,7,1.6318063666449631,29,3.713844799464412
17,18,MK886_MK-1-5_groupA_18-MK-1-5-emb1,232,7.623653004050806,32.60344827586207,178.2844827586207,356.8534482758621,19,3.537864333681433,31,4.460304053478374
18,19,MK886_MK-1-5_groupA_18-MK-1-5-emb1,395,9.103313329773377,33.79746835443038,280.9392405063291,224.7139240506329,43,3.897609631632864,29,3.235060161787184
19,20,MK886_MK-1-5_groupA_18-MK-1-5-emb1,171,6.886509686455715,33.02923976608187,284.8070175438597,213.7719298245614,22,3.4106788654592037,16,2.817039281247307
20,21,MK886_MK-1-5_groupA_18-MK-1-5-emb1,226,7.557357012536988,32.796460176991154,294.7433628318584,221.61061946902652,14,2.2874499288758656,18,2.9301319200327054
21,22,MK886_MK-1-5_groupA_18-MK-1-5-emb1,275,8.068225425138188,32.941818181818185,330.25454545454545,265.2472727272728,23,3.3817249041427875,31,3.6775907280914337
22,23,MK886_MK-1-5_groupA_18-MK-1-5-emb1,234,7.645497401392213,33.77777777777778,329.9230769230769,277.7008547008547,8,2.247593750906378,24,3.7855099188936334
23,24,MK886_MK-1-5_groupA_18-MK-1-5-emb1,394,9.095624716884206,34.703045685279186,164.72081218274113,267.11167512690355,37,3.528772402498304,26,2.62625630294188
24,25,MK886_MK-1-5_groupA_18-MK-1-5-emb1,326,8.538986479839005,34.67791411042945,180.72085889570556,268.5122699386503,20,2.845645328766642,37,3.892212692842769
25,26,MK886_MK-1-5_groupA_18-MK-1-5-emb1,273,8.048618481690102,35.0989010989011,187.52380952380952,254.75824175824172,25,3.620061065751628,15,4.08908084597532
26,27,MK886_MK-1-5_groupA_18-MK-1-5-emb1,235,7.656372945784155,35.39574468085107,238.91914893617025,232.5744680851064,6,2.1580195440012027,23,5.021492147861151
27,28,MK886_MK-1-5_groupA_18-MK-1-5-emb1,218,7.467111284036796,34.555045871559635,330.7155963302752,294.348623853211,13,2.9409220084418477,38,5.019071718159285
28,29,MK886_MK-1-5_groupA_18-MK-1-5-emb1,156,6.678957173048376,21.237179487179485,293.2564102564103,204.43589743589743,6,3.031803123011048,0,0.3710904608122324
29,30,MK886_MK-1-5_groupA_18-MK-1-5-emb1,206,7.327506280548281,21.49514563106796,295.30582524271847,213.3446601941748,8,2.5350118977373413,4,1.30030684780157
30,31,MK886_MK-1-5_groupA_18-MK-1-5-emb1,204,7.303715508276279,24.004901960784316,305.7156862745098,218.36274509803923,6,2.1861561914937866,0,0.3223618967779698
31,32,MK886_MK-1-5_groupA_18-MK-1-5-emb1,308,8.378842586487032,24.6525974025974,301.8961038961039,208.7305194805195,18,3.045489709222359,7,1.038126549971415
32,33,MK886_MK-1-5_groupA_18-MK-1-5-emb1,266,7.979230386796232,27.804511278195488,303.3609022556391,209.718045112782,19,3.306591815885997,5,0.9468106845522968
33,34,MK886_MK-1-5_groupA_18-MK-1-5-emb1,188,7.107547034225343,21.377659574468087,153.2872340425532,268.3510638297872,3,1.0592683021226674,1,0.5629723178804391
34,35,MK886_MK-1-5_groupA_18-MK-1-5-emb1,341,8.66799367132167,23.923753665689148,151.05571847507332,282.3460410557185,8,2.4973791905565,4,0.8224191331682286
35,36,MK886_MK-1-5_groupA_18-MK-1-5-emb1,284,8.155299330204066,25.482394366197184,148.00704225352112,271.85915492957747,17,3.248479029166031,5,0.9692783071954788
36,37,MK886_MK-1-5_groupA_18-MK-1-5-emb1,265,7.969218794868429,26.11320754716981,148.6301886792453,290.35471698113207,15,2.813200926074284,3,1.029691803736604
37,38,MK886_MK-1-5_groupA_18-MK-1-5-emb1,203,7.291761779042593,27.22660098522168,152.0295566502463,280.4433497536946,21,3.5626061721010247,8,1.7663954861731987
38,39,MK886_MK-1-5_groupA_18-MK-1-5-emb1,169,6.859556339475854,29.402366863905325,149.2958579881657,304.10059171597635,7,1.4125200393466126,2,0.558021714255646
39,40,MK886_MK-1-5_groupA_18-MK-1-5-emb1,350,8.74359045590235,31.22,158.28571428571428,303.36857142857144,47,4.53163246858736,20,2.618662132621376
40,41,MK886_MK-1-5_groupA_18-MK-1-5-emb1,271,8.028915542458407,33.56088560885609,158.59409594095942,289.69741697416976,29,3.1949090264877857,22,3.030997807134893
41,42,MK886_MK-1-5_groupA_18-MK-1-5-emb1,215,7.432700144648346,32.8046511627907,161.46046511627907,280.92093023255813,27,3.673435035633012,12,1.6956956500727216
42,43,MK886_MK-1-5_groupA_18-MK-1-5-emb1,132,6.317206927705878,34.25,157.3030303030303,299.40909090909093,18,3.9328856756236217,7,1.833734677777385
43,44,MK886_MK-1-5_groupA_18-MK-1-5-emb1,213,7.409581176811981,34.901408450704224,170.093896713615,279.1267605633803,28,4.3075107373384185,18,2.728677796264351
44,45,MK886_MK-1-5_groupA_18-MK-1-5-emb1,346,8.710153836923123,26.777456647398843,315.69075144508673,220.43930635838151,6,1.3406805061641964,3,0.923139316524748
45,46,MK886_MK-1-5_groupA_18-MK-1-5-emb1,273,8.048618481690102,29.28937728937729,320.6739926739927,229.42490842490844,14,2.442317039531986,5,1.1864189472508215
46,47,MK886_MK-1-5_groupA_18-MK-1-5-emb1,282,8.136110319695444,28.54609929078014,308.47872340425533,220.82269503546095,12,2.4046937096958594,2,0.5851718909593049
47,48,MK886_MK-1-5_groupA_18-MK-1-5-emb1,210,7.374629802528655,30.33809523809524,316.247619047619,237.3809523809524,26,3.890413490076825,9,2.4651068049365503
48,49,MK886_MK-1-5_groupA_18-MK-1-5-emb1,263,7.949119797058365,31.06083650190114,307.3384030418251,226.40304182509504,16,3.3676246706107875,8,2.137707791523926
49,50,MK886_MK-1-5_groupA_18-MK-1-5-emb1,242,7.731651102653187,32.789256198347104,317.07438016528926,233.43801652892563,23,3.8097930171339054,17,2.9607688789456392
50,51,MK886_MK-1-5_groupA_18-MK-1-5-emb1,398,9.126301592353911,14.384422110552764,271.7914572864321,218.91708542713567,6,1.846360678029092,6,1.648417476011292
51,52,MK886_MK-1-5_groupA_18-MK-1-5-emb1,119,6.102616979201714,28.51260504201681,146.8655462184874,272.0420168067227,10,2.8887024981863383,3,1.6752906431735315
52,53,MK886_MK-1-5_groupA_18-MK-1-5-emb1,293,8.240552539726075,29.331058020477816,148.90784982935153,293.098976109215,23,2.983429154061007,18,2.8278950318952014
53,54,MK886_MK-1-5_groupA_18-MK-1-5-emb1,182,7.031115873720005,29.86813186813187,152.1978021978022,281.34615384615387,9,1.6184149603433022,13,2.199181208746949
54,55,MK886_MK-1-5_groupA_18-MK-1-5-emb1,286,8.174398461619802,34.32517482517483,304.3251748251748,228.15384615384616,43,4.381696487575649,9,1.9513545727375403
0,1,MK886_MK-1-5_groupA_18-MK-1-5-emb1002,295,8.259259874164178,1.942372881355932,237.2915254237288,238.73559322033896,8,0.9552553971381236,1,0.5598160471001844
1,2,MK886_MK-1-5_groupA_18-MK-1-5-emb1002,377,8.962879877785609,1.7506631299734747,249.45623342175065,220.4323607427056,7,0.609398933662774,0,0.1540414516767351
2,3,MK886_MK-1-5_groupA_18-MK-1-5-emb1002,297,8.277882845611002,4.114478114478114,245.97643097643095,208.85185185185185,11,0.8226588433029812,0,0.2732909068435922
3,4,MK886_MK-1-5_groupA_18-MK-1-5-emb1002,368,8.890982022803168,5.584239130434782,227.24728260869568,260.29891304347825,10,0.7903175378265963,0,0.5871163553168389
4,5,MK886_MK-1-5_groupA_18-MK-1-5-emb1002,321,8.495106021481153,5.884735202492212,255.4205607476636,196.78816199376948,9,0.95061956984269,5,0.9428925472049856
5,6,MK886_MK-1-5_groupA_18-MK-1-5-emb1002,230,7.601682700664171,9.004347826086956,214.38260869565215,275.9086956521739,6,1.5357952718095609,1,0.6161583108777892
6,7,MK886_MK-1-5_groupA_18-MK-1-5-emb1002,210,7.374629802528655,9.023809523809524,250.8428571428572,178.58095238095237,5,1.0821806253259925,1,0.5618291319262907
7,8,MK886_MK-1-5_groupA_18-MK-1-5-emb1002,252,7.8367135542065425,9.956349206349206,261.0833333333333,174.04365079365078,8,1.713583405450516,0,0.2721996430405738
8,9,MK886_MK-1-5_groupA_18-MK-1-5-emb1002,255,7.867689028577134,15.345098039215689,250.7450980392157,163.54509803921567,4,1.2848311512456403,2,0.5336728006877948
9,10,MK886_MK-1-5_groupA_18-MK-1-5-emb1002,448,9.49350238631697,23.46875,245.72321428571428,155.59375,13,1.7441713006181885,8,1.5330739461380851
10,11,MK886_MK-1-5_groupA_18-MK-1-5-emb1002,337,8.633967830729006,30.181008902077156,182.9792284866469,270.4480712166172,6,3.178803528431496,51,4.742197915091794
11,12,MK886_MK-1-5_groupA_18-MK-1-5-emb1002,218,7.467111284036796,29.84862385321101,233.545871559633,309.38532110091745,7,3.125551119045317,29,4.3982307556749785
12,13,MK886_MK-1-5_groupA_18-MK-1-5-emb1002,404,9.171933858967869,32.43564356435643,220.4480198019802,167.61633663366337,10,2.6380671233022936,5,0.7089204249676099
13,14,MK886_MK-1-5_groupA_18-MK-1-5-emb1002,281,8.126481777777476,34.1067615658363,182.34163701067612,250.1387900355872,8,2.6532650246817258,47,4.89774571542945
14,15,MK886_MK-1-5_groupA_18-MK-1-5-emb1002,208,7.351143561296219,33.72115384615385,184.3028846153846,262.41346153846155,5,3.4704986963190367,53,5.583596290238573
15,16,MK886_MK-1-5_groupA_18-MK-1-5-emb1002,269,8.00911542375221,35.36431226765799,211.34200743494424,173.52044609665427,6,3.548486381404808,14,1.82893828978352
16,17,MK886_MK-1-5_groupA_18-MK-1-5-emb1002,267,7.989216918353326,37.38576779026217,184.5730337078652,234.66666666666663,9,3.417686102279053,26,3.86452712734737
17,18,MK886_MK-1-5_groupA_18-MK-1-5-emb1002,294,8.24991681203272,36.90476190476191,201.7517006802721,188.2585034013605,11,3.2553138734840625,25,3.248748188012522
18,19,MK886_MK-1-5_groupA_18-MK-1-5-emb1002,237,7.678031824807701,37.67932489451477,189.71729957805908,220.9662447257384,6,3.750241413643046,12,2.5141740979486573
19,20,MK886_MK-1-5_groupA_18-MK-1-5-emb1002,240,7.710292841628196,38.8,199.2875,198.825,6,2.23164926163067,16,2.417419481861004
20,21,MK886_MK-1-5_groupA_18-MK-1-5-emb1002,318,8.468558642058058,38.443396226415096,231.8490566037736,169.625786163522,11,3.3623200425848414,4,1.2223943381635207
21,22,MK886_MK-1-5_groupA_18-MK-1-5-emb1002,342,8.676458514270498,38.134502923976605,257.0029239766082,174.52923976608187,11,2.731712101625108,13,1.720197600043059
22,23,MK886_MK-1-5_groupA_18-MK-1-5-emb1002,414,9.246993938339084,40.29951690821256,195.80434782608697,209.5024154589372,15,3.5931865720758287,29,3.296364214610933
23,24,MK886_MK-1-5_groupA_18-MK-1-5-emb1002,419,9.28407129540316,39.36038186157518,216.3914081145585,179.61575178997614,8,2.7708260504155606,12,1.585387862406464
24,25,MK886_MK-1-5_groupA_18-MK-1-5-emb1002,110,5.944719320868062,40.7,205.72727272727272,224.74545454545452,4,2.084804677109279,2,1.5929102143665748
25,26,MK886_MK-1-5_groupA_18-MK-1-5-emb1002,279,8.10715594554489,12.00716845878136,208.77777777777777,279.6200716845878,9,1.2902463611762147,0,0.3964374065688857
26,27,MK886_MK-1-5_groupA_18-MK-1-5-emb1002,212,7.397967394175678,13.754716981132075,214.6320754716981,287.3066037735849,6,2.316444566949296,1,0.4688543129855682
27,28,MK886_MK-1-5_groupA_18-MK-1-5-emb1002,210,7.374629802528655,15.16190476190476,203.11428571428573,281.5761904761905,7,2.304131144505878,1,0.8110427573662002
28,29,MK886_MK-1-5_groupA_18-MK-1-5-emb1002,367,8.882921291255554,16.22615803814714,212.2615803814714,297.41689373297004,10,1.8243430260159537,1,0.6941471957169367
29,30,MK886_MK-1-5_groupA_18-MK-1-5-emb1002,495,9.814515356302309,18.472727272727276,207.6727272727273,286.4080808080808,9,2.427823161647618,9,0.8659538343419535
30,31,MK886_MK-1-5_groupA_18-MK-1-5-emb1002,460,9.577520049188498,19.991304347826087,194.9782608695652,284.21086956521737,10,2.320253651104244,5,1.1905718459074202
31,32,MK886_MK-1-5_groupA_18-MK-1-5-emb1002,129,6.268982093389452,20.05426356589147,209.08527131782947,296.06976744186045,2,2.042431077242861,1,0.5932779901861928
32,33,MK886_MK-1-5_groupA_18-MK-1-5-emb1002,273,8.048618481690102,20.772893772893774,214.8864468864469,304.040293040293,8,2.85798840039697,9,1.6052342453145163
33,34,MK886_MK-1-5_groupA_18-MK-1-5-emb1002,301,8.314879461624903,22.368770764119603,207.80066445182723,299.28239202657807,8,2.73214719413147,4,0.7514388630165011
34,35,MK886_MK-1-5_groupA_18-MK-1-5-emb1002,253,7.84706589590428,23.02371541501976,201.03557312252968,289.00395256916994,5,1.9451159729366916,4,1.3286870986767478
35,36,MK886_MK-1-5_groupA_18-MK-1-5-emb1002,374,8.939042318744612,25.62032085561497,197.41978609625667,293.3983957219251,10,3.060192692662277,22,2.6792116954109058
36,37,MK886_MK-1-5_groupA_18-MK-1-5-emb1002,307,8.369764743424398,29.16612377850163,193.85993485342016,289.4690553745928,9,3.8447292617228377,45,4.215099278647075
37,38,MK886_MK-1-5_groupA_18-MK-1-5-emb1002,193,7.17000671219614,29.6580310880829,186.22797927461136,281.3523316062176,4,3.9105446932174273,22,4.473080613142479
38,39,MK886_MK-1-5_groupA_18-MK-1-5-emb1002,325,8.530246467099252,26.747692307692308,235.83692307692309,157.2246153846154,9,2.557137426561076,5,1.3144820306182126
39,40,MK886_MK-1-5_groupA_18-MK-1-5-emb1002,301,8.314879461624903,29.39867109634552,226.9435215946844,160.01993355481727,8,3.1357447583357394,11,1.815812641943313
40,41,MK886_MK-1-5_groupA_18-MK-1-5-emb1002,404,9.171933858967869,29.69306930693069,243.77475247524757,157.68069306930693,5,2.254194674896556,16,2.3496177652067023
41,42,MK886_MK-1-5_groupA_18-MK-1-5-emb1002,275,8.068225425138188,32.04727272727273,234.37818181818184,164.09454545454545,7,2.71113390896038,2,0.5544870410548285
42,43,MK886_MK-1-5_groupA_18-MK-1-5-emb1002,342,8.676458514270498,33.812865497076025,243.0146198830409,166.53216374269005,7,2.778790210868044,5,1.2425794294984225
43,44,MK886_MK-1-5_groupA_18-MK-1-5-emb1002,212,7.397967394175678,34.25471698113208,232.38679245283015,171.86320754716982,2,2.4011615247668456,4,1.3357110303269977
44,45,MK886_MK-1-5_groupA_18-MK-1-5-emb1002,199,7.2435503741408285,34.949748743718594,250.33165829145727,162.56281407035175,6,4.147351487363818,12,2.5009235743660265
45,46,MK886_MK-1-5_groupA_18-MK-1-5-emb1002,267,7.989216918353326,36.19101123595506,223.59176029962543,172.6067415730337,9,3.365198595330374,2,0.96031859105341
46,47,MK886_MK-1-5_groupA_18-MK-1-5-emb1002,215,7.432700144648346,36.67906976744186,241.29767441860463,170.14418604651163,10,3.645978831085241,10,2.344708889546196
47,48,MK886_MK-1-5_groupA_18-MK-1-5-emb1002,312,8.414958733670003,13.451923076923077,259.02884615384613,171.81410256410257,9,1.6307158637554784,2,0.7481547778001408
48,49,MK886_MK-1-5_groupA_18-MK-1-5-emb1002,265,7.969218794868429,40.48301886792453,208.3018867924528,191.7622641509434,3,3.798732258317051,28,4.173457770681213
49,50,MK886_MK-1-5_groupA_18-MK-1-5-emb1002,406,9.187044156234652,24.874384236453203,189.5960591133005,283.60837438423647,4,2.043497152292456,33,3.57180918924005
50,51,MK886_MK-1-5_groupA_18-MK-1-5-emb1002,403,9.16436000427739,26.84119106699752,209.0545905707196,300.5285359801489,12,3.82433530918785,26,3.0195776840500623
