,ARI,FM,ncluster,P5.f1,P4.f1,C1+.f1,C1.f1,C3.f1,C2.f1,calinski,DB,method,Experiment,Sim,Rep,Run,LISI,Activated.LISI,Unnamed: 0,Markers (Total),Markers (%),Total Average Marker Shift,Perturbation Shift,Percent Perturbed,Markers (Mean),Gini (Control),Gini (Perturbed),Gini (Merged),Gini (Combined)
1493,0.6167974974400078,0.6993694405167515,12,0.9950248756218906,1.0,0.9689440993788819,1.0,1.0,1.0,152.93653377553258,1.4216796448726055,no-int,PerturbationExperiment3,9,1,PerturbationExperiment3Sim9Rep1,0.0507688754098954,0.0507688754098954,248,92,6.133333333333333,27940.101953006342,468.09912076965867,0.1,15.0,0.0,0.0,0.16666666666666666,0.0
1494,0.9031397745181234,0.9253765931124797,5,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,363.0380557870806,0.8850261892608231,icat,PerturbationExperiment3,1,1,PerturbationExperiment3Sim10Rep1,0.875611663525831,0.875611663525831,249,93,6.2,29058.583407821494,419.25077280438387,0.1,15.0,0.0,0.0,0.16666666666666666,0.0
1495,0.5342776781788944,0.6877686862520794,3,0.3942505133470226,0.3975409836065574,0.6514657980456026,0.6470588235294118,0.99,0.6678023850085179,268.8422935745795,1.8447535002323516,seurat311,PerturbationExperiment3,1,1,PerturbationExperiment3Sim10Rep1,0.19494450026989701,0.19494450026989701,249,93,6.2,29058.583407821494,419.25077280438387,0.1,15.0,0.0,0.0,0.16666666666666666,0.0
1496,0.8849468013087388,0.9108752980575798,5,1.0,1.0,0.6557377049180327,0.6557377049180327,1.0,1.0,212.40011695281035,1.27759080808162,scanorama,PerturbationExperiment3,1,1,PerturbationExperiment3Sim10Rep1,0.21359845617686,0.21359845617686,249,93,6.2,29058.583407821494,419.25077280438387,0.1,15.0,0.0,0.0,0.16666666666666666,0.0
1497,0.8759555721080673,0.9019797988170973,6,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,2199.0290044261033,0.5291502400892033,icat_scan,PerturbationExperiment3,1,1,PerturbationExperiment3Sim10Rep1,0.507193596034431,0.507193596034431,249,93,6.2,29058.583407821494,419.25077280438387,0.1,15.0,0.0,0.0,0.16666666666666666,0.0
1498,0.8904085194907652,0.9110850003919444,6,1.0,1.0,0.6467661691542288,0.6796116504854368,1.0,0.9974937343358395,369.3517530952211,0.9970476304942008,seurat_icat,PerturbationExperiment3,1,1,PerturbationExperiment3Sim10Rep1,0.8142633353012809,0.8142633353012809,249,93,6.2,29058.583407821494,419.25077280438387,0.1,15.0,0.0,0.0,0.16666666666666666,0.0
1499,0.7278589029957645,0.7870245884408441,9,1.0,1.0,0.9696969696969697,1.0,1.0,1.0,178.12417616435502,1.347112167665019,no-int,PerturbationExperiment3,1,1,PerturbationExperiment3Sim10Rep1,0.0467931201647107,0.0467931201647107,249,93,6.2,29058.583407821494,419.25077280438387,0.1,15.0,0.0,0.0,0.16666666666666666,0.0
1500,0.9031397745181234,0.9253765931124797,5,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,376.1993636631843,0.8546106779541661,icat,PerturbationExperiment3,1,1,PerturbationExperiment3Sim11Rep1,0.8879699290757529,0.8879699290757529,250,86,5.7333333333333325,23038.42892226212,420.53052642975234,0.1,15.0,0.0,0.0,0.16666666666666666,0.0
1501,0.5344198160883794,0.687157285862754,3,0.36286919831223624,0.406570841889117,0.6490066225165563,0.6578947368421052,0.9753694581280787,0.6780238500851788,266.4778459516013,1.816671641451433,seurat311,PerturbationExperiment3,1,1,PerturbationExperiment3Sim11Rep1,0.20556829197819396,0.20556829197819396,250,86,5.7333333333333325,23038.42892226212,420.53052642975234,0.1,15.0,0.0,0.0,0.16666666666666666,0.0
1502,0.8905332152792,0.915210526512021,5,0.99009900990099,1.0,0.6644518272425249,0.6644518272425249,0.9974937343358395,1.0,190.01116755630295,1.4953977364690585,scanorama,PerturbationExperiment3,1,1,PerturbationExperiment3Sim11Rep1,0.21743727431687898,0.21743727431687898,250,86,5.7333333333333325,23038.42892226212,420.53052642975234,0.1,15.0,0.0,0.0,0.16666666666666666,0.0
1503,0.8992756632669742,0.9222802034320944,5,1.0,1.0,0.6644518272425249,0.6644518272425249,1.0,1.0,1582.7288125382906,0.48064726802125746,icat_scan,PerturbationExperiment3,1,1,PerturbationExperiment3Sim11Rep1,0.40011768705184797,0.40011768705184797,250,86,5.7333333333333325,23038.42892226212,420.53052642975234,0.1,15.0,0.0,0.0,0.16666666666666666,0.0
1504,0.8960883245817288,0.9158776557741178,6,1.0,1.0,0.6255924170616114,0.6995515695067265,1.0,1.0,341.5440567688475,0.9937726158755099,seurat_icat,PerturbationExperiment3,1,1,PerturbationExperiment3Sim11Rep1,0.8091887080642242,0.8091887080642242,250,86,5.7333333333333325,23038.42892226212,420.53052642975234,0.1,15.0,0.0,0.0,0.16666666666666666,0.0
1505,0.6889032747392216,0.7563578729127812,10,0.9803921568627451,1.0,0.9925925925925926,1.0,1.0,1.0,114.41345675006598,1.47165090081344,no-int,PerturbationExperiment3,1,1,PerturbationExperiment3Sim11Rep1,0.065547465156675,0.065547465156675,250,86,5.7333333333333325,23038.42892226212,420.53052642975234,0.1,15.0,0.0,0.0,0.16666666666666666,0.0
1506,0.9031397745181234,0.9253765931124797,5,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,358.66388660927885,0.9314561545130818,icat,PerturbationExperiment3,1,1,PerturbationExperiment3Sim12Rep1,0.882219872749956,0.882219872749956,251,93,6.2,29194.661807123248,446.94184337598335,0.1,15.0,0.0,0.0,0.16666666666666666,0.0
1507,0.541404259024738,0.6885926883481519,3,0.33031674208144796,0.40948275862068967,0.6230529595015577,0.6230529595015577,0.9731051344743276,0.70298769771529,213.5809651284074,2.020095514196976,seurat311,PerturbationExperiment3,1,1,PerturbationExperiment3Sim12Rep1,0.20574394648824698,0.20574394648824698,251,93,6.2,29194.661807123248,446.94184337598335,0.1,15.0,0.0,0.0,0.16666666666666666,0.0
1508,0.9031397745181234,0.9253765931124797,5,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,236.37254393009525,1.2398589682338605,scanorama,PerturbationExperiment3,1,1,PerturbationExperiment3Sim12Rep1,0.215506438192195,0.215506438192195,251,93,6.2,29194.661807123248,446.94184337598335,0.1,15.0,0.0,0.0,0.16666666666666666,0.0
1509,0.9031397745181234,0.9253765931124797,5,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,4012.545735971554,0.29966584960862314,icat_scan,PerturbationExperiment3,1,1,PerturbationExperiment3Sim12Rep1,0.602049479093114,0.602049479093114,251,93,6.2,29194.661807123248,446.94184337598335,0.1,15.0,0.0,0.0,0.16666666666666666,0.0
1510,0.8992756632669742,0.9222802034320944,5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.9975062344139651,1.0,415.0048733182131,0.8404781241128763,seurat_icat,PerturbationExperiment3,1,1,PerturbationExperiment3Sim12Rep1,0.827109184864841,0.827109184864841,251,93,6.2,29194.661807123248,446.94184337598335,0.1,15.0,0.0,0.0,0.16666666666666666,0.0
1511,0.729656246855046,0.7892843925519463,9,1.0,1.0,1.0,1.0,1.0,1.0,120.17339752785304,1.486955606154408,no-int,PerturbationExperiment3,1,1,PerturbationExperiment3Sim12Rep1,0.0292263340490639,0.0292263340490639,251,93,6.2,29194.661807123248,446.94184337598335,0.1,15.0,0.0,0.0,0.16666666666666666,0.0
1512,0.9031397745181234,0.9253765931124797,5,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,388.8813131109357,0.8748239088208354,icat,PerturbationExperiment3,1,1,PerturbationExperiment3Sim13Rep1,0.8942580872692679,0.8942580872692679,252,98,6.533333333333332,33075.098651674074,363.8303505444855,0.1,15.0,0.0,0.0,0.16666666666666666,0.0
1513,0.5475959888891759,0.6974063945804166,3,0.3807531380753138,0.40082644628099173,0.6535947712418301,0.6535947712418301,0.9828009828009828,0.6791808873720137,234.53617185517146,1.7965858654918703,seurat311,PerturbationExperiment3,1,1,PerturbationExperiment3Sim13Rep1,0.292642417567837,0.292642417567837,252,98,6.533333333333332,33075.098651674074,363.8303505444855,0.1,15.0,0.0,0.0,0.16666666666666666,0.0
1514,0.9031397745181234,0.9253765931124797,5,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,307.6032886728332,1.0344882984658568,scanorama,PerturbationExperiment3,1,1,PerturbationExperiment3Sim13Rep1,0.255972068325525,0.255972068325525,252,98,6.533333333333332,33075.098651674074,363.8303505444855,0.1,15.0,0.0,0.0,0.16666666666666666,0.0
1515,0.9031397745181234,0.9253765931124797,5,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,6127.114951753336,0.2041903283655299,icat_scan,PerturbationExperiment3,1,1,PerturbationExperiment3Sim13Rep1,0.657710952806268,0.657710952806268,252,98,6.533333333333332,33075.098651674074,363.8303505444855,0.1,15.0,0.0,0.0,0.16666666666666666,0.0
1516,0.9031397745181234,0.9253765931124797,5,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,446.4011463094779,0.8245366219130347,seurat_icat,PerturbationExperiment3,1,1,PerturbationExperiment3Sim13Rep1,0.8151725323189541,0.8151725323189541,252,98,6.533333333333332,33075.098651674074,363.8303505444855,0.1,15.0,0.0,0.0,0.16666666666666666,0.0
1517,0.7631324884468321,0.8151357609164452,8,1.0,1.0,1.0,1.0,1.0,1.0,149.4345691460734,1.3496660641587925,no-int,PerturbationExperiment3,1,1,PerturbationExperiment3Sim13Rep1,0.084479954504904,0.084479954504904,252,98,6.533333333333332,33075.098651674074,363.8303505444855,0.1,15.0,0.0,0.0,0.16666666666666666,0.0
1518,0.9031397745181234,0.9253765931124797,5,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,372.9075303069271,0.9195105063343669,icat,PerturbationExperiment3,1,1,PerturbationExperiment3Sim14Rep1,0.8881594740411299,0.8881594740411299,253,99,6.6000000000000005,31501.191032376002,451.4374914180125,0.1,15.0,0.0,0.0,0.16666666666666666,0.0
1519,0.5429136172149147,0.6893655803590597,3,0.33181818181818185,0.41125541125541126,0.6369426751592356,0.6369426751592356,0.954653937947494,0.7031802120141344,177.9284897266081,1.984996395911824,seurat311,PerturbationExperiment3,1,1,PerturbationExperiment3Sim14Rep1,0.20850791158583898,0.20850791158583898,253,99,6.6000000000000005,31501.191032376002,451.4374914180125,0.1,15.0,0.0,0.0,0.16666666666666666,0.0
1520,0.9031397745181234,0.9253765931124797,5,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,237.21636228000855,1.1769340986102599,scanorama,PerturbationExperiment3,1,1,PerturbationExperiment3Sim14Rep1,0.21230082751445498,0.21230082751445498,253,99,6.6000000000000005,31501.191032376002,451.4374914180125,0.1,15.0,0.0,0.0,0.16666666666666666,0.0
1521,0.9031397745181234,0.9253765931124797,5,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,3379.1102732398394,0.27808386963328163,icat_scan,PerturbationExperiment3,1,1,PerturbationExperiment3Sim14Rep1,0.46167096428401894,0.46167096428401894,253,99,6.6000000000000005,31501.191032376002,451.4374914180125,0.1,15.0,0.0,0.0,0.16666666666666666,0.0
1522,0.9031397745181234,0.9253765931124797,5,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,444.5088491919477,0.7972053995649933,seurat_icat,PerturbationExperiment3,1,1,PerturbationExperiment3Sim14Rep1,0.8441034503337209,0.8441034503337209,253,99,6.6000000000000005,31501.191032376002,451.4374914180125,0.1,15.0,0.0,0.0,0.16666666666666666,0.0
1523,0.697784702518989,0.7648917277651901,10,1.0,1.0,0.9852216748768473,1.0,1.0,1.0,102.04984347043441,1.4991401021773352,no-int,PerturbationExperiment3,1,1,PerturbationExperiment3Sim14Rep1,0.0472088773183303,0.0472088773183303,253,99,6.6000000000000005,31501.191032376002,451.4374914180125,0.1,15.0,0.0,0.0,0.16666666666666666,0.0
1524,0.9899470948972175,0.9918222067490864,6,1.0,1.0,1.0,0.975609756097561,1.0,1.0,332.1262553170445,1.0031423618765203,icat,PerturbationExperiment3,1,1,PerturbationExperiment3Sim15Rep1,0.874454790049024,0.874454790049024,254,93,6.2,28938.301751659663,489.4782231271978,0.1,15.0,0.0,0.0,0.16666666666666666,0.0
1525,0.5423821953876519,0.6920998009479417,3,0.3813559322033898,0.3983228511530399,0.6472491909385113,0.6472491909385113,0.9779951100244498,0.6804835924006908,430.4758344147071,1.8490346971498177,seurat311,PerturbationExperiment3,1,1,PerturbationExperiment3Sim15Rep1,0.20258523156451003,0.20258523156451003,254,93,6.2,28938.301751659663,489.4782231271978,0.1,15.0,0.0,0.0,0.16666666666666666,0.0
1526,0.9031397745181234,0.9253765931124797,5,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,253.6951243634336,1.1911863034133527,scanorama,PerturbationExperiment3,1,1,PerturbationExperiment3Sim15Rep1,0.22406319011750303,0.22406319011750303,254,93,6.2,28938.301751659663,489.4782231271978,0.1,15.0,0.0,0.0,0.16666666666666666,0.0
1527,0.8815063462065151,0.9067422763365405,6,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,2931.060414265231,0.42509551620975033,icat_scan,PerturbationExperiment3,1,1,PerturbationExperiment3Sim15Rep1,0.532601328992901,0.532601328992901,254,93,6.2,28938.301751659663,489.4782231271978,0.1,15.0,0.0,0.0,0.16666666666666666,0.0
1528,0.9031397745181234,0.9253765931124797,5,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,458.1358517870234,0.8192289311654012,seurat_icat,PerturbationExperiment3,1,1,PerturbationExperiment3Sim15Rep1,0.7950575571184529,0.7950575571184529,254,93,6.2,28938.301751659663,489.4782231271978,0.1,15.0,0.0,0.0,0.16666666666666666,0.0
1529,0.6826504512736867,0.7526305836623913,10,1.0,1.0,1.0,1.0,1.0,0.9950738916256158,195.98211242085702,1.4651516789042407,no-int,PerturbationExperiment3,1,1,PerturbationExperiment3Sim15Rep1,0.0279975800070877,0.0279975800070877,254,93,6.2,28938.301751659663,489.4782231271978,0.1,15.0,0.0,0.0,0.16666666666666666,0.0
1530,0.9959164195081996,0.9966779643878467,6,1.0,1.0,1.0,0.99009900990099,1.0,1.0,342.86068663877245,0.9709815323555514,icat,PerturbationExperiment4,1,1,PerturbationExperiment4Sim1Rep1,0.8971157656276371,0.8971157656276371,255,89,5.933333333333334,31381.592248985162,710.4656349740447,0.15000000000000002,15.0,0.0,0.0,0.16666666666666666,0.0
1531,0.5377698097233441,0.68754200085769,3,0.3949044585987261,0.3600867678958785,0.6343042071197411,0.6430868167202572,0.9707317073170733,0.6920415224913494,320.02253827659143,1.9582907591147443,seurat311,PerturbationExperiment4,1,1,PerturbationExperiment4Sim1Rep1,0.143344432532872,0.143344432532872,255,89,5.933333333333334,31381.592248985162,710.4656349740447,0.15000000000000002,15.0,0.0,0.0,0.16666666666666666,0.0
1532,0.9031397745181234,0.9253765931124797,5,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,267.88926350734687,1.2543561494791353,scanorama,PerturbationExperiment4,1,1,PerturbationExperiment4Sim1Rep1,0.203845299341657,0.203845299341657,255,89,5.933333333333334,31381.592248985162,710.4656349740447,0.15000000000000002,15.0,0.0,0.0,0.16666666666666666,0.0
1533,0.9031397745181234,0.9253765931124797,5,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,4393.492675102532,0.27202759396838855,icat_scan,PerturbationExperiment4,1,1,PerturbationExperiment4Sim1Rep1,0.77076109692675,0.77076109692675,255,89,5.933333333333334,31381.592248985162,710.4656349740447,0.15000000000000002,15.0,0.0,0.0,0.16666666666666666,0.0
