,odds,pvals,pvals.adj,cluster,comparison,sig
0,0.4344512195121951,0.0045972297616148645,0.0045972297616148645,2,Chlorate-Control,True
0,0.2197224558452481,1.0650650675200916e-05,2.130130135040183e-05,2,MK886-Control,True
